link
"https://en.wikipedia.org/wiki/Abstract_type"
"https://en.wikipedia.org/wiki/Method_(computer_programming)"
"https://en.wikipedia.org/wiki/Access_modifiers"
"https://en.wikipedia.org/wiki/Abstraction_(computer_science)"
"https://en.wikipedia.org/wiki/Type_conversion"
"https://en.wikipedia.org/wiki/Class_(computer_programming)"
"https://en.wikipedia.org/wiki/Inheritance_(object-oriented_programming)"
"https://en.wikipedia.org/wiki/Object_(computer_science)"
"https://en.wikipedia.org/wiki/Class_variable"
"https://en.wikipedia.org/wiki/Cohesion_(computer_science)"
"https://en.wikipedia.org/wiki/Object_composition"
"https://en.wikipedia.org/wiki/Constructor_(object-oriented_programming)"
"https://en.wikipedia.org/wiki/Coupling_(computer_programming)"
"https://en.wikipedia.org/wiki/Default_constructor"
"https://en.wikipedia.org/wiki/Destructor_(computer_programming)"
"https://en.wikipedia.org/wiki/Dynamic_dispatch"
"https://en.wikipedia.org/wiki/Encapsulation_(computer_programming)"
"https://en.wikipedia.org/wiki/Exception_handling"
"https://en.wikipedia.org/wiki/Immutable_object"
"https://en.wikipedia.org/wiki/Information_hiding"
"https://en.wikipedia.org/wiki/Instance_(computer_science)"
"https://en.wikipedia.org/wiki/Instance_variable"
"https://en.wikipedia.org/wiki/Interface_(computing)"
"https://en.wikipedia.org/wiki/Multiple_inheritance"
"https://en.wikipedia.org/wiki/Mutator_method"
"https://en.wikipedia.org/wiki/Boxing_(computer_science)"
"https://en.wikipedia.org/wiki/Primitive_data_type"
"https://en.wikipedia.org/wiki/Scope_(computer_science)"
"https://en.wikipedia.org/wiki/Polymorphism_(computer_science)"
"https://en.wikipedia.org/wiki/Type_system"
